"x"
"打" 144
"開" 106
"下" 74
"上" 64
"長" 52
"生" 51
"發" 51
"放" 50
"行" 50
"中" 49
"帶" 49
"正" 48
"點" 45
"分" 43
"白" 42
"條" 41
"破" 41
"起" 41
"作" 40
"大" 40
"吃" 39
"度" 39
"明" 39
"就" 38
"本" 38
"排" 37
"格" 37
"當" 36
"著" 36
"轉" 36
"高" 36
"包" 35
"要" 35
"走" 35
"去" 34
"套" 34
"家" 34
"以" 33
"好" 33
"安" 33
"對" 33
"掛" 33
"比" 33
"熱" 33
"重" 33
"一" 32
"來" 32
"便" 32
"為" 32
"經" 32
"老" 32
"解" 32
"頭" 32
"切" 31
"還" 31
"出" 30
"和" 30
"將" 30
"成" 30
"收" 30
"線" 30
"而" 30
"乾" 29
"修" 29
"搭" 29
"片" 29
"班" 29
"進" 29
"過" 29
"打開" 28
"提" 28
"文" 28
"方" 28
"絕" 28
"與" 28
"關" 28
"主" 27
"卡" 27
"可" 27
"圈" 27
"推" 27
"於" 27
"法" 27
"節" 27
"精" 27
"也" 26
"做" 26
"傳" 26
"差" 26
"強" 26
"後" 26
"愛" 26
"暴" 26
"會" 26
"消" 26
"灌" 26
"照" 26
"背" 26
"見" 26
"通" 26
"金" 26
"門" 26
"黑" 26
"交" 25
"亮" 25
"代" 25
"倒" 25
"動" 25
"接" 25
"日" 25
"早" 25
"板" 25
"由" 25
"約" 25
"花" 25
"號" 25
"后" 24
"坐" 24
"天" 24
"客" 24
"得" 24
"時" 24
"涼" 24
"用" 24
"算" 24
"翻" 24
"處" 24
"補" 24
"低" 23
"前" 23
"從" 23
"把" 23
"挑" 23
"標" 23
"深" 23
"畫" 23
"看" 23
"累" 23
"絲" 23
"課" 23
"貼" 23
"跳" 23
"別" 22
"反" 22
"夾" 22
"小" 22
"幹" 22
"心" 22
"掉" 22
"數" 22
"次" 22
"病" 22
"真" 22
"種" 22
"過去" 22
"間" 22
"麻" 22
"之" 21
"光" 21
"加" 21
"印" 21
"呀" 21
"回" 21
"場" 21
"字" 21
"張" 21
"水" 21
"的" 21
"衝" 21
"說" 21
"送" 21
"那" 21
"部" 21
"錯" 21
"面" 21
"串" 20
"信" 20
"先" 20
"內" 20
"其" 20
"口" 20
"哈" 20
"在" 20
"堂" 20
"少" 20
"才" 20
"拿" 20
"新" 20
"檔" 20
"給" 20
"趕" 20
"追" 20
"冷" 19
"則" 19
"創" 19
"化" 19
"叫" 19
"同" 19
"向" 19
"咬" 19
"多" 19
"季" 19
"害" 19
"年" 19
"德" 19
"念" 19
"應" 19
"攤" 19
"斗" 19
"是" 19
"網" 19
"記" 19
"請" 19
"錢" 19
"順" 19
"首" 19
"上面" 18
"人" 18
"位" 18
"即" 18
"式" 18
"役" 18
"戰" 18
"所" 18
"拖" 18
"按" 18
"望" 18
"氣" 18
"王" 18
"知" 18
"秀" 18
"能" 18
"臨" 18
"自" 18
"越" 18
"身" 18
"都" 18
"飽" 18
"個" 17
"地" 17
"報" 17
"完" 17
"更" 17
"末" 17
"波" 17
"滿" 17
"潤" 17
"版" 17
"玩" 17
"略" 17
"看看" 17
"聽" 17
"載" 17
"醒" 17
"電" 17
"靠" 17
"元" 16
"副" 16
"又" 16
"台" 16
"啊" 16
"女" 16
"寫" 16
"層" 16
"悶" 16
"想" 16
"扇" 16
"批" 16
"拔" 16
"拜" 16
"晚" 16
"書" 16
"有" 16
"期" 16
"歲" 16
"母" 16
"派" 16
"爛" 16
"番" 16
"石" 16
"禮" 16
"稱" 16
"筆" 16
"若" 16
"講" 16
"跑" 16
"跟" 16
"連" 16
"頓" 16
"下來" 15
"中正" 15
"先生" 15
"刻" 15
"奶" 15
"如" 15
"嫩" 15
"學" 15
"後面" 15
"快" 15
"抓" 15
"攻" 15
"月" 15
"榮" 15
"沒" 15
"牛" 15
"考" 15
"虧" 15
"裝" 15
"讓" 15
"中間" 14
"依" 14
"初" 14
"前面" 14
"升" 14
"厚" 14
"原" 14
"告" 14
"呵" 14
"常" 14
"弱" 14
"待" 14
"感" 14
"手" 14
"抱" 14
"殘" 14
"無" 14
"神" 14
"等" 14
"糟" 14
"總" 14
"缺" 14
"肚子" 14
"質" 14
"起來" 14
"難" 14
"且" 13
"出來" 13
"刀" 13
"到" 13
"句" 13
"只" 13
"哪" 13
"實" 13
"幾" 13
"整" 13
"斯" 13
"斷" 13
"棒" 13
"段" 13
"猛" 13
"玉" 13
"男" 13
"系" 13
"自然" 13
"被" 13
"覺" 13
"輩" 13
"近" 13
"集" 13
"項" 13
"鬥" 13
"魔" 13
"不" 12
"世界" 12
"了" 12
"事" 12
"亦" 12
"人家" 12
"件" 12
"份" 12
"何" 12
"全" 12
"剛" 12
"因" 12
"實在" 12
"已" 12
"挺" 12
"教" 12
"東西" 12
"樣" 12
"活動" 12
"浪" 12
"盡" 12
"眼" 12
"睡" 12
"砲" 12
"組" 12
"練" 12
"肉" 12
"血" 12
"該" 12
"詳" 12
"超" 12
"量" 12
"題" 12
"類" 12
"下去" 11
"但" 11
"值" 11
"兼" 11
"吧" 11
"怕" 11
"意思" 11
"慢" 11
"改" 11
"求" 11
"笨" 11
"純" 11
"聲" 11
"讀" 11
"這" 11
"遇" 11
"選" 11
"錄" 11
"隻" 11
"離" 11
"飲" 11
"龜" 11
"三" 10
"並" 10
"侯" 10
"儲" 10
"再" 10
"凡" 10
"友" 10
"問" 10
"喔" 10
"回頭" 10
"地方" 10
"嫌" 10
"怪" 10
"恆" 10
"戴" 10
"採" 10
"接近" 10
"搭配" 10
"撐" 10
"機械" 10
"煩" 10
"相當" 10
"程" 10
"站" 10
"答" 10
"級" 10
"續" 10
"罪" 10
"表現" 10
"訂" 10
"試" 10
"變" 10
"進入" 10
"過來" 10
"陪" 10
"隔" 10
"一定" 9
"一直" 9
"不然" 9
"中心" 9
"他" 9
"作出" 9
"倍" 9
"像" 9
"兩" 9
"冊" 9
"半" 9
"博士" 9
"及" 9
"啦" 9
"喝" 9
"嗯" 9
"堆" 9
"大小" 9
"大氣" 9
"太" 9
"好處" 9
"小姐" 9
"左右" 9
"差不多" 9
"忙" 9
"我" 9
"提出" 9
"新生" 9
"方便" 9
"既" 9
"根據" 9
"根本" 9
"添" 9
"理論" 9
"甜" 9
"痛" 9
"砍" 9
"穿" 9
"統一" 9
"繼" 9
"聯" 9
"脂" 9
"裡" 9
"誤" 9
"講話" 9
"貨" 9
"較" 9
"輸" 9
"週" 9
"遠" 9
"雨" 9
"飯" 9
"一點" 8
"不要" 8
"之下" 8
"二" 8
"什麼" 8
"今" 8
"兜" 8
"剛剛" 8
"剛好" 8
"卻" 8
"哥" 8
"基本" 8
"塊" 8
"境" 8
"大學" 8
"大家" 8
"客人" 8
"川" 8
"市場" 8
"幫" 8
"廠" 8
"廣告" 8
"怎麼" 8
"感覺" 8
"慣" 8
"撈" 8
"撤" 8
"救" 8
"文化" 8
"文字" 8
"日子" 8
"未" 8
"查" 8
"樹" 8
"沒有" 8
"煙火" 8
"瓶" 8
"甚麼" 8
"究竟" 8
"聊" 8
"背景" 8
"蛋" 8
"言語" 8
"遭" 8
"酷" 8
"金像獎" 8
"開放" 8
"開發" 8
"陽光" 8
"麥" 8
"黨" 8
"不管" 7
"不過" 7
"之上" 7
"作用" 7
"傘" 7
"價" 7
"價值" 7
"八" 7
"冬" 7
"分解" 7
"到底" 7
"力量" 7
"卯" 7
"可以" 7
"可是" 7
"可能" 7
"同學" 7
"呢" 7
"哦" 7
"問題" 7
"四" 7
"報告" 7
"夜" 7
"天氣" 7
"太陽" 7
"好事" 7
"如何" 7
"完全" 7
"希望" 7
"恰好" 7
"慘" 7
"成功" 7
"或" 7
"所以" 7
"捐" 7
"換" 7
"支持" 7
"放出" 7
"文章" 7
"新聞" 7
"時候" 7
"時間" 7
"東京" 7
"歌" 7
"每" 7
"清楚" 7
"炒" 7
"生活" 7
"男女" 7
"百" 7
"盒子" 7
"直接" 7
"盾" 7
"睡覺" 7
"秒" 7
"空間" 7
"系統" 7
"經過" 7
"者" 7
"聰明" 7
"自己" 7
"自我" 7
"記錄" 7
"說明" 7
"誰" 7
"買" 7
"資訊" 7
"賣" 7
"跳出來" 7
"還是" 7
"關係" 7
"關閉" 7
"順手" 7
"餓" 7
"一同" 6
"一起" 6
"一路" 6
"不能" 6
"不著" 6
"不足" 6
"久" 6
"九" 6
"事情" 6
"些" 6
"人力" 6
"仍" 6
"代表" 6
"作為" 6
"你" 6
"保留" 6
"修理" 6
"假設" 6
"光光" 6
"公車" 6
"冷戰" 6
"原本" 6
"司" 6
"名字" 6
"吵" 6
"唉" 6
"唷" 6
"嗎" 6
"囉" 6
"執事" 6
"外面" 6
"多少" 6
"女人" 6
"女生" 6
"好像" 6
"好好" 6
"學生" 6
"它" 6
"家人" 6
"家長" 6
"屋" 6
"影響" 6
"找" 6
"拋棄" 6
"接受" 6
"擋" 6
"文學" 6
"普通" 6
"最" 6
"最後" 6
"板橋" 6
"核心" 6
"此" 6
"比例" 6
"決定" 6
"清潔" 6
"熊" 6
"男人" 6
"當中" 6
"眼前" 6
"研究所" 6
"租" 6
"紀錄" 6
"結果" 6
"絕對" 6
"經歷" 6
"網路" 6
"緊張" 6
"習慣" 6
"翔" 6
"耶" 6
"肯" 6
"肯定" 6
"胸" 6
"自由" 6
"臺灣" 6
"蔡" 6
"裡面" 6
"設計" 6
"認真" 6
"語言" 6
"說法" 6
"資料" 6
"贏" 6
"走路" 6
"跟不上" 6
"進來" 6
"那麼" 6
"郭" 6
"隔壁" 6
"面前" 6
"頁" 6
"風色" 6
"餐廳" 6
"一來" 5
"一向" 5
"一樣" 5
"七" 5
"不可" 5
"不是" 5
"不會" 5
"不當" 5
"不錯" 5
"中古" 5
"中毒" 5
"主題" 5
"之外" 5
"以外" 5
"以為" 5
"休息" 5
"似乎" 5
"來不及" 5
"來去" 5
"保存" 5
"倒是" 5
"偏偏" 5
"停車" 5
"催" 5
"僅" 5
"兒子" 5
"公司" 5
"六" 5
"出去" 5
"出門" 5
"前後" 5
"功能" 5
"加入" 5
"加油" 5
"包含" 5
"十" 5
"原始" 5
"原文" 5
"反應" 5
"反正" 5
"另" 5
"另外" 5
"可見" 5
"同時" 5
"名人" 5
"呃" 5
"啥" 5
"回來" 5
"回去" 5
"多多" 5
"夠" 5
"大同" 5
"大陸" 5
"天人" 5
"奇怪" 5
"姊姊" 5
"學校" 5
"宇宙" 5
"安全" 5
"實際" 5
"專利" 5
"小時" 5
