交通 地方詞。交通大學的建築物及建築物所在的位置。
交通 普通名詞。大陸公立大學之一，位於陝西省西安市。「交通大學」的縮寫。
交通 地方詞。交通大學的建築物及建築物所在的位置。
交通 普通名詞。大陸公立大學之一，位於北京市。「交通大學」的縮寫。
交通 地方詞。交通大學的建築物及建築物所在的位置。
交通 普通名詞。大陸公立大學之一，位於四川省成都市。「交通大學」的縮寫。
交通 地方詞。交通大學的建築物及建築物所在的位置。
傷 生物器官受到損害。
傷 普通名詞。生物器官受到損害的部分。
傷 使後述身體器官受到損害。
傷 形容容易使生物器官受到損害的。
傷 比喻使後述物體表面或功能受到損害。
傷 形容比喻容易使後述物體表面或功能受到損害。
傷 比喻使特定對象的心理狀態或名譽受到損害。
階級 普通名詞。比喻社會組織結構中處於不同地位的社會族群。
傷 形容比喻容易使後述對象的心理狀態或名譽受到損害。
階級 普通名詞。比喻古時官職的等級。
傷 比喻對後述社會共同的標準或利益造成傷害。
階級 普通名詞。階梯中多個平台中的一個。
醫學院 普通名詞。與大學同等級且以研究醫學的教育為主的高等學校。
醫學院 地方詞。與大學同等級且以研究醫學的教育為主的高等學校的建築物及建築物所在的位置。
傷 比喻大量耗損後述對象。
醫學院 普通名詞。大學中研究醫學的教學行政單位。
傷 形容比喻容易大量耗損後述對象的。
醫學院 地方詞。大學中研究醫學的教學行政單位的建築物及建築物所在的位置。
傷 因為後述事件的引起而感到悲傷。
附近 普通名詞。與參考對象距離近的範圍。
傷 表因過度食用同樣的食物而感到厭煩。
附近 普通名詞。與參考數值接近的範圍。
附近 與參考時間接近的範圍。
周圍 地方詞。前述對象以外與鄰界對象交界的空間範圍。
周圍 地方詞。在前述對象的生活或工作範圍內。
周圍 地方詞。前述對象本身與鄰界對象交界的地方。
傷 專有名詞。姓。
論語 專有名詞。記載孔子思想的書。
小時 普通名詞。一個平均太陽日的二十四分之一。
小時 計算時間的單位，一個平均太陽日的二十四分之一。
傑出 形容特質或表現遠遠超過一般同類對象的。
住宅 普通名詞。設計供人居住或規定只能用於居住的建築物。
雖然 關聯連接詞。連接不影響後述事實的條件，隱含讓步，常與「卻、但」連用。
吃飯 人們在約定俗成的固定時間內吃正餐。
吃飯 以前述方式維持生活的基本需求。
畫 專有名詞。姓。
補 修復有破洞的特定對象。
補 形容用來修補特定對象的。
補 在已有後述對象的表面上增加更多的後述對象。
補 針對後述對象不足的部分提供所需。
補 增加更多原有的貨品。
補 針對固定職缺聘用人選。
補 增加不同的光源。
補 普通名詞。接尾詞。在正文正刊後增加內容的出版品。
補 抵銷因外力影響或所有權轉移而產生差額的損失。
補 比喻主事者做出修復造成人心理傷害的行為。
補 代動詞。在特定事件應完成的時間之後完成特定事件。
補 表在特定事件應進行的時間過後才進行特定事件。
補 以營養物增加身體機能或使其回到正常狀態。
補 形容能增加身體機能或使其回到正常狀態的。
補 形容比喻對達成特定目標很有幫助的。
補 在正規學校系統之外，學習特定知識或技能。
息 普通名詞。呼吸一次的動作。
息 準量詞。計算每次呼吸所含的量，常與「氣」連用。
息 普通名詞。呼吸時進出呼吸器官的氣體。
息 為了使體力或精神恢復正常狀態而暫時停止原本進行的活動。
畫糖 在熱糖漿凝固成糖片的過程中刻畫圖案。
打 以手施力使手或手持物撞擊特定對象。
打 用手或手持物打後述對象，使其感到疼痛或受到傷害。
打 易碎物品因受到撞擊使破碎。
打 將蛋殼敲開，取得內容物。常與「蛋」連用。
打 物體落下撞擊。
打 海浪受力量影響而撞擊到後述對象。
打 輕觸到物體後立即離開。常與「穴」連用。
打 以重複攪拌的動作，將特定的材料混合均勻成液體或泥狀。
打 以重複的動作，將後述液體或泥狀物攪拌成預期的質地。
打 鋪設建築物的地基。
畫糖 普通名詞。在熱糖漿上畫出圖案的民俗技藝。
打 比喻建立基礎。常與「基礎」、「基石」連用。
打 比喻建立。常與「名聲」、「成果」連用。
畫糖 普通名詞。刻畫有圖案的糖片，中國北方民間小吃的一種。
打 比喻在商業上針對特定對象或管道經營。
打 征戰並佔有。
打 產業的轉讓或承受。
打 以鎚打的方式將金屬類的材料做成成品。
打 製造開啟鎖的器具。常與「鑰匙」連用。
打 從特定物體的後端施力，使其進入特定對象。
打 為特定目的而將物質注入特定對象內。
打 施加壓力使氣體或液體進入特定對象中。
打 於固定時間敲擊特定物體，並發出響聲，通常用於報時或提醒。常與「鐘」連用。
打 古代巡夜人在夜間固定時段敲擊特定物體報時。常與「更」連用。
打 比喻用類似手臂的人造物尾端裝置快擊物體表面，演奏打擊樂器。
打 計算節拍以控制音樂進行的速度。常與「拍」、「拍子」連用。
打 以彈棉花的方式製造出棉被。常與「棉被」連用。
打 兩對立團體之間起武力衝突。
打 經歷後述戰爭。常與「戰」、「仗」連用。
打 兩同類對象為了爭奪更同的目標而以特定方式競爭。常與「戰」連用。
打 比喻以後述對象為攻擊對象，以降低權力、地位。
打 以暴力、威脅的手段取得後述原來不屬於自己的財物。常與「劫」連用。
打 進行球類運動。
打 比喻加入後述以進行球類比賽為目的的組織。
打 進行後述賽局，通常從過程中得到樂趣。
打 在牌局中出牌。
打 進行特定遊戲，以贏得後述獎品。
增溫 比喻事件往較高程度發展。
證據 普通名詞。用來斷定事物的真實性的依據。
發生 原本不存在的事件出現。
骯髒 形容有污垢雜質的。
子孫 普通名詞。人類代代繁衍出的子孫。
骯髒 使後述對象有污垢雜質的。
骯髒 形容比喻行為、思想或言詞粗魯不文雅的。
骯髒 比喻使行為、思想或言詞粗魯不文雅的。
骯髒 形容比喻道德上不為社會善良風俗所接受的。
骯髒 比喻使道德上不為社會善良風俗所接受的。
哇 表疑問的語氣。
外 已知前述對象包含在所屬範圍。常用「除......外」。
勿 表勸阻。
不要 表勸阻。
毋 表勸阻。
就是 前述對象連接的是後述對象，表以後述事物說明前述事物的屬性。
是 前述對象連接的是後述對象，表以後述事物說明前述事物的屬性。
之間 引介事情或狀態發生的範圍。
間 引介事情或狀態發生的範圍。
自 引介事件發生的時間起點。
狹隘 形容比喻度量小，不能容忍。
怎麼 表對事件的方式、性質或狀況的間接詢問。
隔 空間上不連續，並有遮蔽物。
傳給 把權力依固定順序交給下一個人。
鋼琴 彈奏鋼琴的技巧或演奏方式。
凡 普通名詞。人所居住的地方，即凡間。
鎖定 將武器瞄準特定目標，以保證擊中。
道 普通名詞。人或高等動物身體內部的通道。
分 在分配的事務中取得一份。
感 普通名詞。特定自我認知的看法，想法和心理狀態。
剛好 形容適當的量。常以「剛剛好」的重疊型出現。
恰好 形容適當的量，常以「恰恰好」的重疊型出現。
正好 形容適當的量。
不覺 後述心理感知在沒有主動意識下發生，不在預期之中。
除此之外 句副詞。表已知前述對象包含在所屬範圍。
以外 已知前述對象包含在所屬範圍。常用「除…以外」。
除此以外 句副詞。表已知前述對象包含在所屬範圍。
之外 已知前述對象包含在所屬範圍。常用「除…之外」。
蜘蛛 普通名詞。節肢動物門蜘蛛綱蜘蛛目，腳四對，肛門尖端的突狀物可分泌黏液，黏液在空氣中凝結成細絲，用來結網捕食昆蟲。
血管 普通名詞。血液在全身循環時所經過的管狀組織。
糾纏 條狀物互相糾結在一起。
威脅到 比喻前述對象對後述對象造成嚴重的負面影響。
後代 普通名詞。人類代代繁衍出的子孫。
幅 普通名詞。物體振動或搖擺所展開的寬度。
幅 普通名詞。比喻事物改變的程度。
鯨魚 普通名詞。脊椎動物門哺乳綱目，用肺呼吸，胎生，鼻孔位於頭頂，常露出水面呼吸，為現今世界上最大的水生動物。
變化 普通名詞。事物在形態上或本質上產生新的狀況。
變化 藉由外在因素使特定對象在性質、狀態上改變。
變化 形容事件情況與原來的不同。
變形 形容特定對象具體的外在樣貌產生變化。
變形 形容比喻事件偏離原來或預期的形式。
體積 普通名詞。特定物體在三度空間內所佔有的大小。
面積 普通名詞。物體的表面或平面圖形在二度空間所佔有的大小。
蘊含 前述對象本身有後述成分存在。
蘊含 比喻具有後述意義或情感。
良方 普通名詞。好的做事的步驟或技巧。
良方 普通名詞。有效的治病藥單。
魚類 普通名詞。水生脊椎動物的通稱，用鰓呼吸，有鰭。
攔截 阻止特定對象的前進。
鳴唱 鳥類或昆蟲發出聲音。
劇毒 普通名詞。毒性強烈的物質。
劇毒 普通名詞。比喻受到特定對象的深入影響而強烈支持或喜愛該對象的事件。
黏附 以膠、類似物質或特定方式使特定物體附著於後述物體上。
挨 比喻心裡遭受後述事物的攻擊而忍受負面的影響。
狹隘 形容比喻事件的範圍小。
挽回 阻止特定事件往負面發展並回到原來的狀態。
效應 普通名詞。受到特定事件影響而產生的現象。
核心 普通名詞。果實內保護果仁的堅硬外殼。
核心 普通名詞。比喻特定對象的重要核心部份。
核心 普通名詞。通指物體的中心。
核心 普通名詞。核子反應器中放置燃料和進行核分裂鏈反應的地方。
消化 食物在體內經過物理和化學作用而轉變成身體能夠利用的物質。
消化 比喻吸收理解知識。
消化 比喻處理解決特定事件。
對比 將兩個以上的特定對象間的特質或狀態做對照比較。
對比 普通名詞。同類的兩數量相除的結果。
杯 普通名詞。接尾詞。特定競賽的名稱，通常是運動競賽。
杯 普通名詞。接尾詞。特定競賽中頒給優勝者的獎盃，通常是運動競賽。
境地 普通名詞。前述事件呈現出來的狀態。
杯 擲筊時用來和神明溝通，表達神明旨意的半月形器具。
盃 普通名詞。接尾詞。特定競賽的名稱，通常是運動競賽。
境地 普通名詞。比喻特定作品達到的成熟程度。
盃 普通名詞。接尾詞。特定競賽中頒給優勝者的獎盃，通常是運動競賽。
盃 普通名詞。飲用的柱狀器皿。
養分 普通名詞。特定物質中可提供食用對象營養，增加機能的成分。
養分 普通名詞。比喻可使主事者往正面發展的特定對象。
盃 計算杯裝物的單位。
跟不上 行進時的速度較隨行隊伍慢而落後。
跟不上 比喻特定事件進行的速度比預期慢。
崗 普通名詞。地勢較低而平的坡地。
崗 普通名詞。接尾詞。通常用於地勢較低而平的坡地的名稱。
跟不上 比喻處於較低的水準，比不上他人。
崗 普通名詞。身體表面突起的長條狀有機組織。常用接尾詞。
崗 普通名詞。建築物門口工作人員守衛或值勤的地方。常用接尾詞。
崗 普通名詞。比喻擔任的任務或使命。
跟不上 比喻無法追隨上特定的趨勢、潮流。
跟蹤 暗中跟隨特定對象的行徑。
跟蹤 比喻查證或尋找特定事物的真相或來源。
啊唷 發語詞。表驚訝的語氣。
啊唷 發語詞。表痛苦、呼痛的聲音。
唉唷 發語詞。表驚訝的語氣。
唉唷 發語詞。表痛苦、呼痛的聲音。
唉唷 發語詞。表示不耐煩的語氣。
唉唷 發語詞。表示惋惜的語氣。
哀哉 表示感嘆。
哀哉 形容稱人死去。
愛好 對事物有深厚的興趣。
愛上 對人事物產生感情，進而喜歡、迷戀。
按 以手施力使人或物無法移動。
按 觸擊按鍵以啟動特定功能。
按 用手指壓奏樂器以產生音符。
按 引介遵循的原則。
按 引介判斷的標準或條件。
按 引介特定的觀點。
按 插入寫作者的說明。
按 抑制。
按 以手緊握住劍柄。
按照 引介遵循的原則。
按照 引介特定的觀點。
按照 引介判斷的標準或條件。
暗中 表秘密地不讓他人知道。
罷 勉強同意不計較。
罷 因為特定原因而停止某種活動，通常帶有抗議性質。
罷了 說話人用來限定所陳述之事件的範圍或程度，表示僅此而已。
罷了 勉強同意不計較。
罷 表建議的語氣。
罷 表推測的語氣。
般 引用前述事件作為隱喻來描述。
般 計算事物的單位，表示種類。
伴 和特定對象一起存在或發生。
伴 把特定食物和其他食物一起吃。
伴 將兩個以上的材料混合、攪在一起。
伴 普通名詞。相處在一起或同在一起，互相扶持的人。
伴 引介和主語一起發生的事物。
拌 將兩個以上的材料混合、攪在一起。
半身 地方詞。約略全身的一半。
飽受 強烈地遭受到，多接負面影響。
抱 用手掌及手臂圈住特定對象。
抱 花費大量時間於特定事物上。
抱 得獎。
抱 比喻心中存有特定態度或想法。
報紙 普通名詞。定期出版、報導新聞、提供各式訊息的出版品。
報紙 普通名詞。定期出版、報導新聞、提供各式訊息出版品的組織。
本乎 引介根據的標準或信念。
本著 引介根據的標準或信念。
本諸 引介根據的標準或信念。
比不上 沒有達到比較對象的標準。
比方 普通名詞。用來說明難以理解的概念，通常是用比較淺顯或具體的方式。
比方 引介例子。
比方 引介條件，表假如的意思，為委婉用法。
比方說 引介例子。
比如 引介例子。
比如說 引介例子。
比喻 拿比較熟悉的事物來描述、解釋另一事件。
比喻 普通名詞。比喻的內容。
敝國 對人謙稱自己的國家。多用於正式的外交文件上。
變質 形容物體的主要特性產生不好的變化。
變質 比喻事情的本性或人的思想有不好改變。
變質 形容在深埋地底的高溫、高壓環境下，岩石的成分及組織構造產生了變化。
併發症 普通名詞。由某病所引起的附帶病症。
并且 對等連接詞。連接兩個對等句子，用以表示時序先後關係。
并且 對等連接詞。連接兩個對等句子，用以表示進一層關係。
並且 對等連接詞。連接兩個對等句子，用以表示時序先後關係。
並且 對等連接詞。連接兩個對等句子，用以表示進一層關係。
撥款 支付或調配款項。
撥款 普通名詞。支付或調配的金錢。
剝削 強勢者侵佔弱勢者的權益或財物。
步 以兩腿交互向前移動，雙腳不同時離開地面。
步 追隨、跟從。常用「步…後塵」。
步 普通名詞。走路時兩腳前後的距離。
步 普通名詞。步驟。
步 普通名詞。表示所處的境況、境地、階段。
步 計算邁步次數的單位。
不等 不相等。
部分 普通名詞。整體中可區分的組成單位。
部分 表整體中的特定個體。
不甘示弱 形容不願意在情勢上輸人。
不過 表連接句子的轉折語氣，用來引出命題和前文相對的句子。
不過 表對後述事物做評估，表示比預期小或少。
不過 評價修飾前面述詞的程度等級，表程度相當高。常用「再…不過」。
